longitude,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_encoded,room_type_encoded,total_reviews,price
0.5948666804659126,0.0024019215372297837,0.0,0.0,0.09545454545454544,0.5,0.0015848845520370428,98
0.5605253749317853,0.0016012810248198558,0.0,0.13972602739726028,0.00909090909090909,0.5,0.0,799
0.5060308977664079,0.0016012810248198558,0.0,0.4328767123287671,0.03636363636363636,0.5,0.04864974051399981,146
0.47375947914119365,0.0008006405124099279,0.0,0.0,0.031818181818181815,0.5,0.0,250
0.6051220292418691,0.0,0.003067484662576687,0.0,0.02727272727272727,0.0,0.00556263401597315,55
0.4979395216679734,0.0,0.009202453987730062,0.0,0.07727272727272727,0.0,0.001600422635880543,60
0.5072540127580396,0.0016012810248198558,0.0,0.0,0.03636363636363636,0.5,0.014279499052176884,190
0.6022806390305391,0.023218574859887906,0.0,0.20821917808219179,0.17727272727272728,0.0,0.014232884800646384,74
0.4755471087443368,0.0,0.03374233128834356,0.7315068493150685,0.031818181818181815,0.0,0.10676217408869136,110
0.31972225881114014,0.0008006405124099279,0.0,0.7013698630136986,0.40454545454545454,0.5,0.3823767053047018,70
0.5434393993564584,0.0,0.006134969325153375,0.14794520547945206,0.00909090909090909,0.0,0.005764629105938656,57
0.4904691116421702,0.004803843074459567,0.0,0.6219178082191781,0.08636363636363636,0.0,0.028947450200441278,88
0.7359576990384653,0.0,0.0,0.9506849315068493,0.39545454545454545,0.0,0.05464744087759098,50
0.5453775661893587,0.0016012810248198558,0.003067484662576687,0.7671232876712328,0.09090909090909091,0.5,0.0,245
0.6149445834822984,0.0008006405124099279,0.0,0.03287671232876713,0.2545454545454545,0.5,0.14635321172193044,65
0.5470899271776091,0.0024019215372297837,0.003067484662576687,0.27945205479452057,0.00909090909090909,0.0,0.1113303707386805,80
0.4626573584479843,0.0016012810248198558,0.003067484662576687,0.0,0.06363636363636363,0.0,0.0,150
0.5097566942024514,0.0024019215372297837,0.0,0.4904109589041096,0.05909090909090909,0.5,0.02650797103701171,750
0.5338802852680544,0.0016012810248198558,0.0,0.7424657534246576,0.013636363636363636,0.5,0.19826594984306534,150
0.5500442203112357,0.0,0.0,0.4,0.09090909090909091,0.0,0.16656825880232448,130
0.5667726699659568,0.0,0.0,0.4410958904109589,0.09090909090909091,0.5,0.08674912209826284,295
0.4747191539807716,0.0008006405124099279,0.003067484662576687,0.0,0.06363636363636363,0.0,0.0,350
0.54494477165386,0.0024019215372297837,0.0,0.4328767123287671,0.12727272727272726,0.5,0.0967401100096336,399
0.6310520670643314,0.0008006405124099279,0.0,0.0,0.2545454545454545,0.5,0.0,90
0.4920121182470041,0.0016012810248198558,0.0,0.6794520547945205,0.08636363636363636,0.5,0.04704931787811927,195
0.45099072314320665,0.0016012810248198558,0.0,0.44931506849315067,0.049999999999999996,0.5,0.015538083843500418,179
0.5028884330956203,0.0016012810248198558,0.0,0.0,0.08636363636363636,0.5,0.016206221448770937,199
0.4611143518431504,0.0032025620496397116,0.0,0.0136986301369863,0.06363636363636363,0.0,0.0,66
0.4692998137101938,0.004803843074459567,0.1411042944785276,0.8712328767123287,0.031818181818181815,0.0,0.008390565275490227,156
0.4731385130685055,0.0032025620496397116,0.003067484662576687,0.6876712328767123,0.031818181818181815,0.5,0.0779234904751546,220
0.5386033908511081,0.0024019215372297837,0.0,0.0,0.02727272727272727,0.0,0.0016159607197240437,60
0.5290819110701364,0.0,0.0,0.024657534246575342,0.06818181818181818,0.5,0.02009074240964604,190
0.572286096005115,0.023218574859887906,0.15644171779141103,0.9232876712328767,0.09090909090909091,0.5,0.006339538208148171,129
0.5233803134937887,0.007205764611689351,0.003067484662576687,0.0,0.05454545454545454,0.0,0.008095341682463718,140
0.4656869201964753,0.0,0.0,0.5178082191780822,0.2409090909090909,0.5,0.10791199229311041,155
0.5532243192894839,0.023218574859887906,0.009202453987730062,0.989041095890411,0.02727272727272727,0.0,0.0186767767798875,60
0.5206518262047553,0.0,0.0,0.4904109589041096,0.013636363636363636,0.0,0.0025948600018645697,69
0.4633159588280762,0.0008006405124099279,0.0,0.0,0.23636363636363636,0.5,0.0,250
0.6229042395047202,0.0,0.0,0.336986301369863,0.22272727272727272,0.0,0.023244973429876626,55
0.6285870199273802,0.0,0.009202453987730062,0.024657534246575342,0.02727272727272727,0.0,0.004739115572267628,60
0.6212295128238736,0.023218574859887906,0.0,0.5835616438356165,0.17727272727272728,0.5,0.004863420243015631,100
0.6445063319722237,0.0008006405124099279,0.0,0.4602739726027397,0.19999999999999998,0.0,0.026352590198576713,45
0.6054983723161911,0.0016012810248198558,0.003067484662576687,0.12054794520547946,0.09545454545454544,0.0,0.04206159296435563,45
0.5785710253467187,0.0008006405124099279,0.0,0.0,0.02727272727272727,0.0,0.001973336648124553,55
0.5477673447114455,0.0008006405124099279,0.003067484662576687,0.024657534246575342,0.05454545454545454,0.0,0.02537369091643618,65
0.47741000696234437,0.0016012810248198558,0.0,0.715068493150685,0.031818181818181815,0.5,0.19733366481245532,400
0.5542404455902101,0.0032025620496397116,0.0,0.2191780821917808,0.02727272727272727,0.5,0.0,210
0.6083021282200889,0.023218574859887906,0.0,0.12328767123287672,0.09545454545454544,0.5,0.0016159607197240437,93
0.451649323523327,0.0016012810248198558,0.0,0.0,0.35,0.5,0.0,190
0.6873906252940287,0.0008006405124099279,0.0,0.17534246575342466,0.36818181818181817,0.0,0.007986575095559216,45
0.5697645974069871,0.007205764611689351,0.0,0.11506849315068493,0.09090909090909091,0.5,0.0,160
0.4839019249948251,0.0008006405124099279,0.0,0.0,0.08636363636363636,0.0,0.004956648746076634,80
0.6205520952900656,0.0,0.0,0.0,0.19999999999999998,0.0,0.0015848845520370428,85
0.6048962233972475,0.0016012810248198558,0.012269938650306749,0.0,0.09545454545454544,0.0,0.0033251499425090898,40
0.5648156859793403,0.023218574859887906,0.02147239263803681,0.8493150684931506,0.00909090909090909,0.0,0.002455017247273066,43
0.5314340552847909,0.0,0.0,0.0,0.12727272727272726,0.5,0.007955498927872215,95
